"","ES_score","Gene"
"MGAT1",29.9005103621186,"MGAT1"
"PNISR",34.2855431586152,"PNISR"
"DCAF8",18.3627227133786,"DCAF8"
"CTNNBL1",15.1495004293407,"CTNNBL1"
"PRPF38A",14.6971036989685,"PRPF38A"
"CEP350",29.2478649522043,"CEP350"
"EIF4E2",18.3146837153931,"EIF4E2"
"VEZF1",13.1405840946354,"VEZF1"
"PRCP",17.179770943766,"PRCP"
"ADAM10",23.4797054735115,"ADAM10"
"ANXA7",31.3658216684415,"ANXA7"
"RPS24",76.6291843781505,"RPS24"
"CIR1",22.751734643131,"CIR1"
"USO1",15.3238777516002,"USO1"
"PPP3CA",39.3039188691499,"PPP3CA"
"MAP1LC3B",46.7269440892418,"MAP1LC3B"
"RPL11",75.4877216307893,"RPL11"
"MRPL9",12.7804518170367,"MRPL9"
"LBR",18.9611469026154,"LBR"
"CALM2",67.282679688634,"CALM2"
"PPIP5K2",15.1721183954533,"PPIP5K2"
"MSN",43.5149211000456,"MSN"
"RPP30",9.89810221434147,"RPP30"
"GSTO1",28.4677865862852,"GSTO1"
"LIN7C",11.1794076156876,"LIN7C"
"ITPR1",18.7934028571095,"ITPR1"
"ADAM17",13.8067468462725,"ADAM17"
"PPP2R5E",15.4821530959498,"PPP2R5E"
"USP25",10.4582631742564,"USP25"
"USP16",25.9181386574786,"USP16"
"WIPI2",16.1016036308758,"WIPI2"
"PSMD4",26.09138369626,"PSMD4"
"SSU72",34.6398661591175,"SSU72"
"PDXK",14.528478358458,"PDXK"
"CSTB",28.4815918109735,"CSTB"
"DIP2A",17.8033874999081,"DIP2A"
"TAOK1",27.6709995186528,"TAOK1"
"CHTOP",18.6715685582384,"CHTOP"
"ZNF394",14.8066102791652,"ZNF394"
"RPL29",72.1685040769819,"RPL29"
"JAK1",50.3642127222234,"JAK1"
"DPY30",19.7790621483079,"DPY30"
"RPL9",80.8196062547904,"RPL9"
"SMIM14",20.7610609599009,"SMIM14"
"NAA15",17.6633234168587,"NAA15"
"PHAX",11.0856350857546,"PHAX"
"SUGT1",16.9532813581826,"SUGT1"
"FAM204A",19.7915782433381,"FAM204A"
"MAPRE2",23.435415310831,"MAPRE2"
"RAB8A",22.7418751130324,"RAB8A"
"RPSA",63.0902328113686,"RPSA"
"NDUFS5",49.6960506591875,"NDUFS5"
"AHCYL1",16.6178523743764,"AHCYL1"
"LETM1",11.431906971924,"LETM1"
"NFU1",13.8780256841867,"NFU1"
"USP47",21.8885976663754,"USP47"
"PRNP",32.9409554078291,"PRNP"
"ZNF24",17.6188618469312,"ZNF24"
"OXSR1",11.7722127375225,"OXSR1"
"EIF1AX",40.1029047656542,"EIF1AX"
"TRMT10C",11.591371322892,"TRMT10C"
"RALGAPA1",22.2114168835222,"RALGAPA1"
"NDUFA11",39.1591469915112,"NDUFA11"
"DCTN2",16.5399309900741,"DCTN2"
"CRLF3",17.196269758433,"CRLF3"
"SUZ12",12.552624030249,"SUZ12"
"MAF1",21.3834754488944,"MAF1"
"MRPL14",10.5588898822888,"MRPL14"
"LAMTOR4",37.122623974918,"LAMTOR4"
"SF3B3",13.0670754338277,"SF3B3"
"TOPORS",11.1507182106524,"TOPORS"
"RPL37A",80.8969251444876,"RPL37A"
"YTHDF2",23.7930730171196,"YTHDF2"
"TLK1",30.4635244842567,"TLK1"
"UBE2J1",25.2493431155526,"UBE2J1"
"TOP1",30.6825650785521,"TOP1"
"NELFE",13.5159379286894,"NELFE"
"ABCF1",17.0040410691582,"ABCF1"
"HMGN1",41.5175926391712,"HMGN1"
"RNPS1",32.2197252978346,"RNPS1"
"PPP2R2A",16.758900375481,"PPP2R2A"
"GTF2I",13.29988136415,"GTF2I"
"LIX1L",15.2679765830063,"LIX1L"
"CFLAR",45.0898582745936,"CFLAR"
"RBM5",31.8349641762988,"RBM5"
"JARID2",18.3561831308306,"JARID2"
"MAP2K3",22.8249413594851,"MAP2K3"
"MAP4",19.8585547520525,"MAP4"
"NOP58",47.9230517493494,"NOP58"
"SEC61A1",24.0444852970059,"SEC61A1"
"AP3D1",15.8710759052475,"AP3D1"
"RHOA",60.2684858274444,"RHOA"
"UFD1",19.0398015857931,"UFD1"
"ING3",15.0456689442769,"ING3"
"TSG101",18.8098675607784,"TSG101"
"ITCH",17.0281965445161,"ITCH"
"XRCC5",38.8582024546215,"XRCC5"
"CNOT4",15.9435832432817,"CNOT4"
"ESF1",13.5554094952867,"ESF1"
"PEBP1",34.4921132108582,"PEBP1"
"NDUFB2",37.7995032878686,"NDUFB2"
"GLG1",38.252155722645,"GLG1"
"SUPT16H",21.7530080802976,"SUPT16H"
"VTI1B",14.1324004551054,"VTI1B"
"DAAM1",15.6490925784901,"DAAM1"
"PSMC1",15.5047131382716,"PSMC1"
"ADNP",17.7431394889859,"ADNP"
"CDK16",12.4255018001292,"CDK16"
"INTS6",14.8884153551241,"INTS6"
"PON2",14.4616633182722,"PON2"
"EIF3B",15.2649386672205,"EIF3B"
"SEC61B",41.4440498807681,"SEC61B"
"BAG1",18.1745889593142,"BAG1"
"RPS6KB1",11.3441876122721,"RPS6KB1"
"NUP88",15.4519059293845,"NUP88"
"CCDC47",21.5505159281986,"CCDC47"
"NFKB1",27.5886286779815,"NFKB1"
"NDUFC1",30.898903590639,"NDUFC1"
"KLF3",21.7794124214327,"KLF3"
"UBE4A",25.3514444388324,"UBE4A"
"CD81",25.9144014997832,"CD81"
"RSRC2",43.5059811212394,"RSRC2"
"ARPC3",56.9039123694282,"ARPC3"
"EIF2B1",12.2064738217045,"EIF2B1"
"CNOT2",29.5195402078309,"CNOT2"
"SENP6",20.8050723000784,"SENP6"
"CLK4",14.2479214657118,"CLK4"
"TTC1",21.1466582287295,"TTC1"
"TFG",22.7800107873472,"TFG"
"EIF1B",33.7331346076693,"EIF1B"
"EIF2B4",11.0873058219187,"EIF2B4"
"NRBP1",20.2982112776132,"NRBP1"
"NDUFS7",22.7832037988099,"NDUFS7"
"CHMP3",22.1379321969143,"CHMP3"
"RAP1A",23.502675576198,"RAP1A"
"HDAC1",15.5334471555095,"HDAC1"
"PTBP2",16.2397489241424,"PTBP2"
"RCOR3",10.4760262443891,"RCOR3"
"HNRNPA2B1",63.7736378302073,"HNRNPA2B1"
"NT5C3A",17.8814385485501,"NT5C3A"
"MED13L",22.9260732952006,"MED13L"
"NCOA3",29.791370045763,"NCOA3"
"ZNFX1",22.9042576318688,"ZNFX1"
"BCAS4",58.336750847612,"BCAS4"
"LRRFIP1",55.4759350913554,"LRRFIP1"
"SBDS",33.76222631511,"SBDS"
"AAMP",17.745314681219,"AAMP"
"MKLN1",21.4477520352624,"MKLN1"
"MIS18BP1",22.1466472616627,"MIS18BP1"
"ITFG1",13.9145450774372,"ITFG1"
"EIF2S3",59.3214897503318,"EIF2S3"
"EIF3G",33.3174852027571,"EIF3G"
"ATP6V1E1",19.0964709308933,"ATP6V1E1"
"DHX30",12.5476336078797,"DHX30"
"DCTN4",12.3997901919177,"DCTN4"
"KRAS",19.2637954611504,"KRAS"
"BHLHE40",20.0389473033032,"BHLHE40"
"RBM17",32.9195683971859,"RBM17"
"TMEM258",46.1854503319438,"TMEM258"
"AKIRIN2",20.3710081096191,"AKIRIN2"
"CCT7",24.3387686582037,"CCT7"
"MDM2",24.1927023577195,"MDM2"
"WDR33",20.4733470925572,"WDR33"
"CDK5RAP2",8.85093290352335,"CDK5RAP2"
"RPL35",78.6452142262,"RPL35"
"TLN1",36.3373030407595,"TLN1"
"RSL24D1",33.1617624489478,"RSL24D1"
"ASCC1",10.3366710818008,"ASCC1"
"HNRNPD",35.5215094378323,"HNRNPD"
"NUP54",10.6787044045588,"NUP54"
"SBNO1",29.4719588593288,"SBNO1"
"WDR20",7.93721049333075,"WDR20"
"SAE1",11.9768832717378,"SAE1"
"POU2F1",12.6441488053041,"POU2F1"
"TOR1AIP1",17.9156667345161,"TOR1AIP1"
"TPM3",57.4976428177179,"TPM3"
"RPS27A",78.3620665554834,"RPS27A"
"SNRNP200",25.5112010960558,"SNRNP200"
"CNOT9",32.1762692387421,"CNOT9"
"RASA1",27.8797394840472,"RASA1"
"BTF3",61.1762207161947,"BTF3"
"POLR2K",19.9932771914301,"POLR2K"
"SEC16A",11.9586022812482,"SEC16A"
"CDC123",17.7499027140252,"CDC123"
"CACUL1",24.3158637229172,"CACUL1"
"ANAPC1",8.75105101352959,"ANAPC1"
"LARP1",30.1182027723726,"LARP1"
"VBP1",12.4012420508035,"VBP1"
"CCT8",30.8553176179943,"CCT8"
"RER1",21.315851552982,"RER1"
"NCK1",14.3815515623352,"NCK1"
"MITD1",12.6089988608381,"MITD1"
"GART",13.4549506381595,"GART"
"SNF8",16.209473708928,"SNF8"
"SAFB",17.5546126338947,"SAFB"
"UBXN1",31.3402666821392,"UBXN1"
"USP24",19.5038796697289,"USP24"
"RBBP4",29.9284647184005,"RBBP4"
"SLC30A7",14.1947730621115,"SLC30A7"
"WDR26",21.4024249622243,"WDR26"
"SLBP",18.8015289244903,"SLBP"
"CASP3",14.4138601962349,"CASP3"
"UQCRQ",47.7755369909704,"UQCRQ"
"STXBP5",7.44744070656545,"STXBP5"
"RAD21",30.9001579184662,"RAD21"
"RPL36AL",66.6033662572037,"RPL36AL"
"BRD7",14.0222752919329,"BRD7"
"CUL5",15.9392804970104,"CUL5"
"GPX4",44.2047422950282,"GPX4"
"SRRM2",52.2312543993029,"SRRM2"
"HOOK3",24.5360013432786,"HOOK3"
"BPTF",41.0255955512784,"BPTF"
"CFL1",74.2465415219123,"CFL1"
"NAA16",10.2087971226611,"NAA16"
"SP3",18.5593787605038,"SP3"
"RPL15",77.744076099744,"RPL15"
"ASB8",9.58673058666054,"ASB8"
"GADD45GIP1",23.1142946228826,"GADD45GIP1"
"PTP4A2",49.720725251269,"PTP4A2"
"ACTG1",67.2898727412278,"ACTG1"
"UBE2G2",25.0097669987731,"UBE2G2"
"SIVA1",20.6923646896477,"SIVA1"
"PRPF39",12.9927880351152,"PRPF39"
"UBE2L3",30.532938457982,"UBE2L3"
"UBE2H",21.3415688249139,"UBE2H"
"RPS19BP1",18.5729883623705,"RPS19BP1"
"NBR1",15.9738591127538,"NBR1"
"PNRC2",36.9121517100479,"PNRC2"
"XRCC6",37.9376744380327,"XRCC6"
"TSC22D2",26.925955806176,"TSC22D2"
"PCBP2",41.4198606053391,"PCBP2"
"PSMD12",23.2854278661549,"PSMD12"
"MRPL21",11.3574727444434,"MRPL21"
"SPTAN1",25.9244007205504,"SPTAN1"
"MAN1A2",22.944706642669,"MAN1A2"
"HELZ",24.9315886109295,"HELZ"
"SMC5",24.2451451245074,"SMC5"
"RPL39",81.8045605169859,"RPL39"
"VDAC1",23.9582426410495,"VDAC1"
"FIS1",21.9308554002535,"FIS1"
"BRK1",35.0048556710501,"BRK1"
"RBM8A",46.3734447731437,"RBM8A"
"CWC25",14.8226061811592,"CWC25"
"CREBBP",27.9840611553787,"CREBBP"
"PTBP1",26.902415769657,"PTBP1"
"ERCC1",19.0039366646202,"ERCC1"
"SLC30A9",12.9397693876991,"SLC30A9"
"AQR",16.1769261740463,"AQR"
"BRD9",14.4034314215211,"BRD9"
"RABEP1",18.3451524382487,"RABEP1"
"POLR2B",20.510918993792,"POLR2B"
"TPR",41.5928866770024,"TPR"
"ZNF800",21.1849071275511,"ZNF800"
"SIKE1",10.9862873917823,"SIKE1"
"THRAP3",51.4618938947839,"THRAP3"
"ATP11B",17.5025776696937,"ATP11B"
"MON2",17.9019689606858,"MON2"
"SLC12A2",11.6025831154514,"SLC12A2"
"PKN2",17.1845522319804,"PKN2"
"MEF2A",19.4697181443593,"MEF2A"
"IP6K2",20.4255700992771,"IP6K2"
"SEL1L",21.1392486092395,"SEL1L"
"ZNF638",29.4122689486329,"ZNF638"
"BAZ2A",22.6125567443886,"BAZ2A"
"JADE1",11.2544181812652,"JADE1"
"FDFT1",15.9080479361448,"FDFT1"
"PSEN1",17.4732781837427,"PSEN1"
"DDX18",41.2107410885976,"DDX18"
"ZBTB25",15.5582816482274,"ZBTB25"
"PABPC4",30.8120551391325,"PABPC4"
"TXNL1",20.3068935312131,"TXNL1"
"TRPM7",17.729660980661,"TRPM7"
"MYL6",73.6257406799337,"MYL6"
"SH3GLB1",25.1554942153331,"SH3GLB1"
"RBX1",39.0539611789392,"RBX1"
"NIN",19.8108729324967,"NIN"
"PFDN4",14.7239095523444,"PFDN4"
"CSNK2A1",18.2936792295068,"CSNK2A1"
"RIOK3",23.1184948408288,"RIOK3"
"NAA10",14.1794402193817,"NAA10"
"UBE2I",31.7119531133844,"UBE2I"
"ELOB",55.0999778083694,"ELOB"
"FBL",18.4663280040856,"FBL"
"CDC37",29.8857686203376,"CDC37"
"OGDH",16.7071155439071,"OGDH"
"EIF3A",37.7937951891613,"EIF3A"
"LARP4B",24.9821489505919,"LARP4B"
"BCCIP",20.816711177515,"BCCIP"
"NUFIP2",23.663585379438,"NUFIP2"
"DHX40",8.03503062123689,"DHX40"
"KPNB1",31.2836582367623,"KPNB1"
"RPL34",82.1699483192977,"RPL34"
"FNBP4",29.8610518448511,"FNBP4"
"MLEC",17.5750734346143,"MLEC"
"MRPL51",25.5422787514644,"MRPL51"
"PPP2CA",38.9217607021259,"PPP2CA"
"PPWD1",14.2564887474601,"PPWD1"
"UBE3A",21.0930301858221,"UBE3A"
"ARMC8",18.1735345333517,"ARMC8"
"NCBP2",17.6767261448516,"NCBP2"
"PIKFYVE",13.9512263657321,"PIKFYVE"
"PPM1G",15.6208890767387,"PPM1G"
"RPS15",83.0769463015193,"RPS15"
"MRPL19",9.30317835617896,"MRPL19"
"KDM3A",11.6155729464725,"KDM3A"
"TIA1",16.9291152964516,"TIA1"
"STXBP3",17.7199048489034,"STXBP3"
"PARK7",37.2954435796877,"PARK7"
"SRSF4",19.0918677730065,"SRSF4"
"STAG1",13.975673564548,"STAG1"
"VAMP8",33.339219801601,"VAMP8"
"IRF2BPL",14.077471730572,"IRF2BPL"
"GNA13",18.7355410587122,"GNA13"
"PAIP2",46.0403760988714,"PAIP2"
"CLTA",26.1248055583978,"CLTA"
"RNF114",27.1803262286214,"RNF114"
"MEA1",16.3545084262538,"MEA1"
"CANX",23.6672775064871,"CANX"
"VPS13C",36.3044541732911,"VPS13C"
"NGDN",18.479002580624,"NGDN"
"TRIM28",20.6845317058745,"TRIM28"
"UBE4B",9.07396431530183,"UBE4B"
"SYNE1",19.3662665827959,"SYNE1"
"RBM39",73.8643740555,"RBM39"
"TBC1D5",14.3648768749233,"TBC1D5"
"NDUFA2",30.1749714715664,"NDUFA2"
"UBE2D2",37.0482701951405,"UBE2D2"
"PPFIA1",12.6199668682876,"PPFIA1"
"CHSY1",17.3150655597238,"CHSY1"
"NXT1",15.2670930550575,"NXT1"
"FKBP11",22.656402238719,"FKBP11"
"LPIN1",24.6310751615681,"LPIN1"
"ARGLU1",56.8835755812025,"ARGLU1"
"MAP3K7",9.94626729592587,"MAP3K7"
"CD164",39.7554680243201,"CD164"
"PSMB7",26.5284259835018,"PSMB7"
"CTDSPL2",11.9269320176635,"CTDSPL2"
"GTF2B",23.5994810919188,"GTF2B"
"SENP7",15.0004217669799,"SENP7"
"SCAF11",45.4627253168743,"SCAF11"
"RBM26",22.2813743644562,"RBM26"
"GLYR1",12.6870440577136,"GLYR1"
"EIF4A3",35.5306912082472,"EIF4A3"
"MIEN1",20.0819271468758,"MIEN1"
"RPS11",85.6174826627845,"RPS11"
"MTF2",17.1292351757573,"MTF2"
"PSMA5",23.533744077456,"PSMA5"
"SF3B4",15.4981623197939,"SF3B4"
"HSPD1",47.0402855759602,"HSPD1"
"NFKBIZ",40.4911373527282,"NFKBIZ"
"EIF2A",22.1660328218001,"EIF2A"
"YIPF5",14.3034588461122,"YIPF5"
"G3BP1",35.588508133051,"G3BP1"
"TLK2",11.2246106543165,"TLK2"
"EBP",17.0906515765896,"EBP"
"SLC25A37",11.60667973811,"SLC25A37"
"NDUFB9",36.2007295797188,"NDUFB9"
"RPL7A",69.7417513374084,"RPL7A"
"ITGB1",37.1979899916971,"ITGB1"
"ARID5B",18.5666786479636,"ARID5B"
"EIF4E",26.5090694138144,"EIF4E"
"JMY",14.474273002477,"JMY"
"HNRNPU",55.7619225160843,"HNRNPU"
"RMND5A",26.2322964858756,"RMND5A"
"SREK1",29.9611378910761,"SREK1"
"RRAGA",12.8862694446994,"RRAGA"
"PTDSS1",14.1375951293821,"PTDSS1"
"SHC1",14.9751501498667,"SHC1"
"AP2M1",31.3304896925566,"AP2M1"
"EIF4A1",33.423655244854,"EIF4A1"
"RPL22L1",22.6072776924051,"RPL22L1"
"SLMAP",11.4866539657804,"SLMAP"
"MEAF6",22.2261581900916,"MEAF6"
"RNF168",13.0491618698355,"RNF168"
"PGGT1B",11.5901177252255,"PGGT1B"
"COX6C",52.9323008887373,"COX6C"
"YWHAZ",72.0606387175293,"YWHAZ"
"STOML2",13.3688056392709,"STOML2"
"NSD1",13.4738975472618,"NSD1"
"MAPK1IP1L",39.6355569798894,"MAPK1IP1L"
"TET2",14.5205408892298,"TET2"
"XPO6",20.5860584779027,"XPO6"
"SF3B5",37.1593045298164,"SF3B5"
"UBE2E3",13.5123896789486,"UBE2E3"
"NUDCD2",14.7475347177105,"NUDCD2"
"AFF1",25.0819769915366,"AFF1"
"DMXL1",12.6811878405702,"DMXL1"
"NUDT4",13.9934229393933,"NUDT4"
"ANKLE2",18.2293205486555,"ANKLE2"
"GRB2",46.4428865883008,"GRB2"
"COX14",25.5141652319837,"COX14"
"PUF60",16.4947109970908,"PUF60"
"TRNAU1AP",9.36324980681058,"TRNAU1AP"
"PRKRA",15.8510105320564,"PRKRA"
"ATP6AP2",27.6197355509014,"ATP6AP2"
"COA3",15.940386067294,"COA3"
"RBM33",16.3275785257577,"RBM33"
"HGS",13.314344981057,"HGS"
"KPNA4",21.8206723338947,"KPNA4"
"INSIG1",19.7461001062269,"INSIG1"
"NAP1L1",54.3101082638906,"NAP1L1"
"IGF2R",15.8553358164616,"IGF2R"
"RPS4X",74.6982376900196,"RPS4X"
"QRICH1",23.196656342267,"QRICH1"
"CNOT7",28.1257722218757,"CNOT7"
"OPA1",11.4301091023397,"OPA1"
"FNIP1",25.1089137819196,"FNIP1"
"FAM133B",31.9965099860722,"FAM133B"
"TIMM23",15.1639125846482,"TIMM23"
"DCP1A",19.8745363330396,"DCP1A"
"RBM6",49.3848425187437,"RBM6"
"MYCBP2",33.4098300630753,"MYCBP2"
"VPS41",10.4683527979212,"VPS41"
"SS18L2",19.8198182973973,"SS18L2"
"VTA1",14.3452204322894,"VTA1"
"RNF10",26.1104722463261,"RNF10"
"UBR2",23.2976714584289,"UBR2"
"HIPK2",20.4191404073981,"HIPK2"
"NFYC",13.0822886386167,"NFYC"
"DNTTIP2",32.8556383457523,"DNTTIP2"
"CBFB",19.3290644069167,"CBFB"
"NUCKS1",46.2614779308046,"NUCKS1"
"GNB5",8.98614784026065,"GNB5"
"BUD23",17.4286415524017,"BUD23"
"DAZAP1",12.360317537531,"DAZAP1"
"DDX1",17.0589497908613,"DDX1"
"RIF1",21.6940164118945,"RIF1"
"PDS5B",22.7965621753728,"PDS5B"
"ATRX",50.8400303615484,"ATRX"
"DNM1L",17.3931584427226,"DNM1L"
"TMEM230",27.5317427773825,"TMEM230"
"GOLGA3",15.6411103960063,"GOLGA3"
"OSBPL8",34.6990069045709,"OSBPL8"
"MAP3K1",15.2868542172776,"MAP3K1"
"AHSA1",24.5398633047679,"AHSA1"
"NOP56",27.9743044382905,"NOP56"
"VAPA",44.1019893961374,"VAPA"
"GSPT1",26.4438937392565,"GSPT1"
"RAB11A",25.7733743001173,"RAB11A"
"FAM32A",18.7942712450564,"FAM32A"
"NAPA",21.8134547805232,"NAPA"
"RBM28",10.3409281216358,"RBM28"
"VSIR",27.0252556066604,"VSIR"
"SMURF2",11.346904009101,"SMURF2"
"GRPEL1",18.6451878669065,"GRPEL1"
"FBXW7",17.7704562689863,"FBXW7"
"CHORDC1",12.3291971845686,"CHORDC1"
"BIRC2",18.6694917162767,"BIRC2"
"VPS29",33.9886468213029,"VPS29"
"GOLT1B",12.143400236071,"GOLT1B"
"ASCC3",18.5630563146065,"ASCC3"
"QKI",24.0285753390123,"QKI"
"PFDN1",18.800376194706,"PFDN1"
"NR3C1",28.6149492896446,"NR3C1"
"XRN1",27.4632405527951,"XRN1"
"PDCD10",18.3478802586611,"PDCD10"
"ACAP2",32.8896632062814,"ACAP2"
"EIF4G1",23.6624866355798,"EIF4G1"
"BIRC6",35.0074489197005,"BIRC6"
"SOS1",12.7662869066443,"SOS1"
"NFE2L2",42.4283281244318,"NFE2L2"
"SRSF11",57.0159663367931,"SRSF11"
"UAP1",18.8092205419927,"UAP1"
"CD46",23.9905479625817,"CD46"
"NSL1",10.8336430533529,"NSL1"
"ARID1A",27.6868572151104,"ARID1A"
"KMT2A",30.4110821694864,"KMT2A"
"PHF3",27.4590552408918,"PHF3"
"RAB3GAP2",16.1531517354378,"RAB3GAP2"
"COPA",33.1040603671303,"COPA"
"PFDN5",69.9864005269386,"PFDN5"
"AGO2",31.628506157871,"AGO2"
"CHD6",19.8169355519978,"CHD6"
"SNRNP27",24.8707601726303,"SNRNP27"
"EMC3",19.81809516916,"EMC3"
"UPF3B",15.8543385163021,"UPF3B"
"PSMF1",20.178961438519,"PSMF1"
"ROMO1",42.2143263989197,"ROMO1"
"NUP214",16.6394966248687,"NUP214"
"PPCS",18.1238029068877,"PPCS"
"SEM1",38.3005054888343,"SEM1"
"NDUFA5",22.9769667151394,"NDUFA5"
"PSMA1",33.2717265911473,"PSMA1"
"CCNT1",14.3686050988139,"CCNT1"
"EAPP",20.6261433319054,"EAPP"
"CHMP2A",27.417511215078,"CHMP2A"
"COX4I1",65.5670549925156,"COX4I1"
"RPL27",78.3768927458092,"RPL27"
"EFR3A",11.5178991506097,"EFR3A"
"ZRANB2",34.2854357675841,"ZRANB2"
"NASP",29.8912591169467,"NASP"
"WDR74",16.3127280994914,"WDR74"
"MED10",20.8498904444546,"MED10"
"CEPT1",14.6856886025823,"CEPT1"
"PPHLN1",26.5511673021182,"PPHLN1"
"YWHAQ",38.5900648384889,"YWHAQ"
"RPS15A",74.3971904725422,"RPS15A"
"TMEM243",23.7497624105023,"TMEM243"
"MRPL47",11.0829161595523,"MRPL47"
"TRA2B",52.3726646119273,"TRA2B"
"GRHPR",11.3040161907349,"GRHPR"
"CNPY3",22.6562593823931,"CNPY3"
"RB1",22.2202272309998,"RB1"
"DENR",16.5924161174243,"DENR"
"COPS3",12.78127209609,"COPS3"
"SSH2",25.9721292653363,"SSH2"
"SS18",16.7860130067705,"SS18"
"CSNK1D",25.2678486068868,"CSNK1D"
"POGZ",29.0221769133672,"POGZ"
"LYST",26.4475889764268,"LYST"
"SRP9",40.2927367518322,"SRP9"
"MARCHF6",46.8980423598254,"MARCHF6"
"PIK3R1",26.1311435711249,"PIK3R1"
"BDP1",17.7098334696426,"BDP1"
"ATP6V1B2",17.7943533348816,"ATP6V1B2"
"EIF3H",40.537670183375,"EIF3H"
"CARHSP1",14.1589848799904,"CARHSP1"
"RANBP2",40.5785322235239,"RANBP2"
"CEBPG",10.7392359638114,"CEBPG"
"ADK",14.4841014504605,"ADK"
"TSR2",10.8570365138234,"TSR2"
"NAE1",11.5972819500344,"NAE1"
"CCDC12",18.4958920550182,"CCDC12"
"USP1",12.9658444667739,"USP1"
"CCT3",26.5695543992278,"CCT3"
"SUCLG1",14.9003680110565,"SUCLG1"
"TKT",19.7624939296515,"TKT"
"NEMF",31.6693102250676,"NEMF"
"CEP57",19.2133034137672,"CEP57"
"CCT2",26.9947674278486,"CCT2"
"ARIH1",20.1450874532746,"ARIH1"
"TERF2IP",35.7800671425431,"TERF2IP"
"PDIA3",47.2887178453221,"PDIA3"
"NUDT21",13.9312199392113,"NUDT21"
"ANKRD11",34.2447102837602,"ANKRD11"
"NDUFV1",23.3721543257135,"NDUFV1"
"RBPJ",20.5142392919407,"RBPJ"
"ANKRD49",11.5874015459363,"ANKRD49"
"MFF",18.2403091873083,"MFF"
"TRAPPC1",32.7096502040663,"TRAPPC1"
"HNRNPA3",39.9991748213891,"HNRNPA3"
"RNF139",12.3150171764146,"RNF139"
"CHD7",21.6570221845295,"CHD7"
"RSL1D1",38.9475829111278,"RSL1D1"
"TBCA",30.9414887138337,"TBCA"
"ZNF217",13.4046148593923,"ZNF217"
"GNB2",24.0945798444657,"GNB2"
"RPL38",71.9314042665028,"RPL38"
"RELA",16.2084391784619,"RELA"
"PSMD1",19.1103357475681,"PSMD1"
"TOMM20",25.5605350846059,"TOMM20"
"LARP7",22.8474242066826,"LARP7"
"YIF1A",12.7494733966922,"YIF1A"
"TBL1XR1",37.2264482221144,"TBL1XR1"
"DPM3",14.8457670137403,"DPM3"
"SAMD4B",14.8557660245117,"SAMD4B"
"PAK2",30.6292229003336,"PAK2"
"SETD2",22.4188872466769,"SETD2"
"CREB3L2",20.0725481899706,"CREB3L2"
"CNOT10",9.84757140150582,"CNOT10"
"YTHDF3",18.8138998024558,"YTHDF3"
"HEXIM1",15.1576239487056,"HEXIM1"
"USP7",25.8881392833021,"USP7"
"ZC3H6",15.8252653221398,"ZC3H6"
"CASP4",25.2527545149686,"CASP4"
"DYNC1H1",36.2317886885096,"DYNC1H1"
"RPS26",69.4454110359,"RPS26"
"MRPL42",14.8978126708936,"MRPL42"
"CAPZA2",33.6145313541267,"CAPZA2"
"ATXN2",16.5380863578188,"ATXN2"
"RPS28",76.7800786743266,"RPS28"
"MRPS6",19.1357946518828,"MRPS6"
"RBM12",18.7672409833015,"RBM12"
"RALA",14.4177166512616,"RALA"
"IFRD1",33.5212001024912,"IFRD1"
"MYLIP",19.522403150081,"MYLIP"
"SLC4A7",21.0623164934709,"SLC4A7"
"MTREX",12.4532171323948,"MTREX"
"STAU2",9.45514073074231,"STAU2"
"PSMA4",29.2965418680732,"PSMA4"
"OFD1",28.2030928358421,"OFD1"
"YTHDC2",14.7948097986532,"YTHDC2"
"USP36",28.3528863597505,"USP36"
"GPBP1",39.3622046977027,"GPBP1"
"RPL18",76.3964284330201,"RPL18"
"ATP1B3",37.5898663908215,"ATP1B3"
"MAP4K4",20.1897997547687,"MAP4K4"
"RPL31",83.2887707777473,"RPL31"
"ATP6AP1",23.9030959064357,"ATP6AP1"
"FAM50A",14.036318700577,"FAM50A"
"AFF4",26.3155890964143,"AFF4"
"SMC1A",17.0685330332965,"SMC1A"
"DERL2",19.192617279478,"DERL2"
"SMARCE1",19.0959354047526,"SMARCE1"
"DYNC1I2",24.1457023753735,"DYNC1I2"
"UBE2K",16.053006993642,"UBE2K"
"VDAC3",23.8239976742854,"VDAC3"
"DNM2",18.9402453345868,"DNM2"
"RAB21",27.0572487568115,"RAB21"
"WDR70",11.820288603953,"WDR70"
"TXLNA",16.914461683677,"TXLNA"
"PSMC5",24.1952641633758,"PSMC5"
"DDX24",36.2789155575052,"DDX24"
"SPTLC1",11.5861768682249,"SPTLC1"
"PAPOLA",40.9490194900611,"PAPOLA"
"DNAJB11",19.020790526815,"DNAJB11"
"EIF3L",26.935309994243,"EIF3L"
"SNU13",44.2591467041707,"SNU13"
"ERH",16.4790933417939,"ERH"
"PPP4R3A",23.5829751068399,"PPP4R3A"
"TRIP11",20.8162297491652,"TRIP11"
"PNN",36.6361452203742,"PNN"
"SMS",16.4857482661663,"SMS"
"MAGED2",16.8944750848989,"MAGED2"
"CYB5B",19.0546577422724,"CYB5B"
"DCTN6",18.1608345178556,"DCTN6"
"POLR2I",17.6395657099867,"POLR2I"
"PPP2R1A",25.3666186489503,"PPP2R1A"
"EIF4H",30.5032369363213,"EIF4H"
"UBE2R2",14.5454944046457,"UBE2R2"
